RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JC424577,,9/7/2019 23:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/8/2019 7:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5076,W,MONROE ST,1533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,9,41.87952139,-87.75247837,POINT (-87.752478371011 41.879521392716)
JC424336,,9/7/2019 23:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",9/8/2019 0:10,UNABLE TO DETERMINE,NOT APPLICABLE,7900,S,STONY ISLAND AVE,411,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,23,7,9,41.7514606,-87.58597199,POINT (-87.585971992965 41.751460603167)
JC424278,,9/7/2019 23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 23:20,UNABLE TO DETERMINE,NOT APPLICABLE,8700,S,ASHLAND AVE,2221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,9,41.73569699,-87.66320954,POINT (-87.663209544457 41.735696988636)
JC425973,,9/7/2019 22:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/9/2019 12:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2200,N,HALSTED ST,1812,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,9,41.92190548,-87.64878198,POINT (-87.648781980903 41.921905477671)
JC424617,,9/7/2019 22:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,9/8/2019 8:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,445,N,HALSTED ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.89028378,-87.64745839,POINT (-87.647458385782 41.890283784478)
JC424255,,9/7/2019 22:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/7/2019 22:52,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7300,S,COTTAGE GROVE AVE,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,9,41.76213628,-87.60563349,POINT (-87.605633490465 41.762136276864)
JC424280,,9/7/2019 22:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 23:25,UNABLE TO DETERMINE,NOT APPLICABLE,626,N,CLARK ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.89318763,-87.63131472,POINT (-87.631314720159 41.893187628353)
JC430432,,9/7/2019 22:36,15,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,HEAD ON,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/12/2019 16:08,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,3130,W,59TH ST,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,9,41.786377,-87.70207069,POINT (-87.702070685558 41.786377003072)
JC424277,,9/7/2019 22:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 23:00,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5400,W,BELMONT AVE,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,7,9,41.93874656,-87.76165949,POINT (-87.761659489619 41.938746555762)
JC424252,Y,9/7/2019 22:34,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",9/7/2019 22:34,FAILING TO REDUCE SPEED TO AVOID CRASH,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),415,N,HAMLIN AVE,1122,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,9,41.88851184,-87.72084915,POINT (-87.720849152882 41.888511843676)
JC424292,,9/7/2019 22:30,35,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/7/2019 23:40,UNABLE TO DETERMINE,NOT APPLICABLE,7300,S,YATES BLVD,334,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.76252674,-87.56659498,POINT (-87.566594977019 41.762526734679)
JC424261,,9/7/2019 22:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/7/2019 22:40,NOT APPLICABLE,NOT APPLICABLE,401,W,BELDEN AVE,1814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,22,7,9,41.92366452,-87.63913301,POINT (-87.639133009185 41.92366451892)
JC424248,,9/7/2019 22:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",9/7/2019 22:31,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,5700,W,FULLERTON AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,22,7,9,41.92405115,-87.76848554,POINT (-87.768485539921 41.924051148079)
JC424247,,9/7/2019 22:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 22:30,IMPROPER LANE USAGE,UNABLE TO DETERMINE,4300,S,ASHLAND AVE,924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.81577843,-87.66529289,POINT (-87.665292890367 41.815778426908)
JC424229,,9/7/2019 22:10,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/7/2019 22:25,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2947,W,59TH ST,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,9,41.78622774,-87.69790201,POINT (-87.697902011049 41.786227742913)
JC427165,,9/7/2019 22:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/10/2019 8:35,UNABLE TO DETERMINE,NOT APPLICABLE,412,E,75TH ST,323,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.75852918,-87.61454817,POINT (-87.614548167932 41.758529175013)
JC424212,,9/7/2019 22:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 22:00,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,9843,S,UNIVERSITY AVE,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,9,41.71554607,-87.59564009,POINT (-87.595640090039 41.715546068062)
JC424216,,9/7/2019 21:55,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,Y,"OVER $1,500",9/7/2019 22:00,DISREGARDING STOP SIGN,NOT APPLICABLE,9000,S,JEFFERY BLVD,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,9,41.731491,-87.57573005,POINT (-87.575730053476 41.731490995184)
JC424201,,9/7/2019 21:52,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",9/7/2019 21:52,UNABLE TO DETERMINE,NOT APPLICABLE,7204,S,ALBANY AVE,831,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,21,7,9,41.76238958,-87.70045702,POINT (-87.700457019518 41.762389577183)
JC424238,,9/7/2019 21:48,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/7/2019 22:30,FAILING TO REDUCE SPEED TO AVOID CRASH,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1700,W,84TH ST,614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,9,41.74132767,-87.66569879,POINT (-87.665698789335 41.741327669234)
JC424207,,9/7/2019 21:48,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",9/7/2019 22:06,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5421,S,MENARD AVE,811,,Y,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,21,7,9,41.79433639,-87.76708891,POINT (-87.767088909045 41.794336391649)
JC424246,,9/7/2019 21:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/7/2019 22:00,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2958,W,DEVON AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,9,41.99758635,-87.7044563,POINT (-87.704456304326 41.99758635032)
JC424240,,9/7/2019 21:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,"$501 - $1,500",9/7/2019 22:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4800,W,WASHINGTON BLVD,1532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,9,41.88192599,-87.74546236,POINT (-87.745462361128 41.881925987309)
JC424203,,9/7/2019 21:40,30,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,9/7/2019 21:47,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),NOT APPLICABLE,5627,W,GRAND AVE,2515,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,21,7,9,41.91886555,-87.76701087,POINT (-87.767010873939 41.918865551309)
JC424985,,9/7/2019 21:38,45,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/8/2019 16:09,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,500,S,LAKE SHORE DR SB,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,9,41.87575626,-87.61751568,POINT (-87.617515679751 41.875756255241)
JC424232,,9/7/2019 21:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/7/2019 22:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,595,S,DAMEN AVE,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,9,41.87409358,-87.67631089,POINT (-87.67631088561 41.874093582091)
JC424235,,9/7/2019 21:17,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 22:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2453,W,DEVON AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,9,41.99758612,-87.69200462,POINT (-87.692004620745 41.997586116771)
JC424200,,9/7/2019 21:15,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 21:40,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,8421,W,BRYN MAWR AVE,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,21,7,9,41.98099963,-87.83765708,POINT (-87.837657077242 41.98099962665)
JC425310,,9/7/2019 21:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/8/2019 20:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1900,S,ARCHER AVE,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,9,41.8566084,-87.627325,POINT (-87.627324998794 41.856608401473)
JC424614,,9/7/2019 21:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/8/2019 8:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3123,S,EMERALD AVE,915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,9,41.83734878,-87.64489892,POINT (-87.644898921574 41.837348779107)
JC424178,,9/7/2019 21:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 21:07,UNABLE TO DETERMINE,NOT APPLICABLE,3035,N,HARLEM AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,9,41.93544039,-87.80651044,POINT (-87.806510437084 41.935440390064)
JC425123,,9/7/2019 20:45,30,UNKNOWN,UNKNOWN,UNKNOWN,DUSK,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/8/2019 17:50,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,728,S,SACRAMENTO BLVD,1134,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,41.8719596,-87.70110194,POINT (-87.701101935571 41.871959600076)
JC424800,,9/7/2019 20:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/8/2019 12:40,NOT APPLICABLE,NOT APPLICABLE,3441,N,SHEFFIELD AVE,1924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,9,41.94477276,-87.65410785,POINT (-87.654107848133 41.944772763281)
JC424145,,9/7/2019 20:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,"OVER $1,500",9/7/2019 20:55,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2238,N,LAMON AVE,2522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,9,41.92172768,-87.74884506,POINT (-87.748845062815 41.921727675839)
JC424152,Y,9/7/2019 20:40,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 21:10,UNABLE TO DETERMINE,NOT APPLICABLE,7427,N,RIDGE BLVD,2424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,42.01667746,-87.68416989,POINT (-87.684169887321 42.016677464052)
JC424138,,9/7/2019 20:38,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 20:39,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2558,S,CENTRAL PARK AVE,1013,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,1,1,0,0,20,7,9,41.84447472,-87.71493585,POINT (-87.714935851557 41.844474718513)
JC428844,,9/7/2019 20:30,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/11/2019 12:55,UNABLE TO DETERMINE,NOT APPLICABLE,2807,W,LEXINGTON ST,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,9,41.87185899,-87.69639839,POINT (-87.696398386177 41.871858985166)
JC424988,,9/7/2019 20:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/8/2019 16:03,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,731,S,SACRAMENTO BLVD,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,41.87187387,-87.7008054,POINT (-87.700805395917 41.871873866263)
JC424219,,9/7/2019 20:30,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",9/7/2019 22:30,UNABLE TO DETERMINE,NOT APPLICABLE,3500,N,HALSTED ST,1924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,41.94550365,-87.64957851,POINT (-87.64957851411 41.945503653311)
JC424139,,9/7/2019 20:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",9/7/2019 21:00,FOLLOWING TOO CLOSELY,NOT APPLICABLE,65,E,ONTARIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,7,9,41.89320435,-87.62548219,POINT (-87.625482185792 41.893204345311)
JC424150,,9/7/2019 20:28,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/7/2019 20:30,FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER LANE USAGE,3518,N,LONG AVE,1633,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,9,41.94472423,-87.7619428,POINT (-87.761942797773 41.94472423315)
JC424109,,9/7/2019 20:11,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/7/2019 20:11,UNABLE TO DETERMINE,NOT APPLICABLE,1375,N,MILWAUKEE AVE,1433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,20,7,9,41.90690225,-87.67180216,POINT (-87.671802163126 41.906902251638)
JC424135,,9/7/2019 20:10,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/7/2019 20:10,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,1732,W,DIVISION ST,1424,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,20,7,9,41.90339206,-87.67137668,POINT (-87.671376683813 41.90339206173)
JC424118,,9/7/2019 20:10,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/7/2019 20:10,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,11901,S,ADA ST,524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,41.67754608,-87.65478146,POINT (-87.654781460666 41.677546080732)
JC424827,,9/7/2019 20:08,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/8/2019 15:32,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3200,N,BROADWAY,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,9,41.9400969,-87.64454837,POINT (-87.644548366667 41.940096904389)
